tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,score
tt1458467,video,In the Deathroom,In the Deathroom,0,2009.0,,19.0,"['Action', 'Drama', 'Short']",6.8,30,6.826155224661202
tt3348008,tvEpisode,Just For What I Am,Just For What I Am,0,2014.0,,44.0,"['Drama', 'Music', 'Romance']",7.1,164,6.9424279979319365
tt0545485,tvEpisode,Antidote,Antidote,0,1998.0,,43.0,"['Action', 'Adventure', 'Fantasy']",6.5,12,6.813170967581954
tt0515673,tvEpisode,The House Next Door,The House Next Door,0,1997.0,,30.0,"['Comedy', 'Romance']",8.0,56,7.059558607674566
tt0534765,tvEpisode,You've Got Male,You've Got Male,0,2001.0,,45.0,"['Crime', 'Drama', 'Mystery']",7.6,620,7.392195763471437
tt0127535,tvMovie,Eleven Men Against Eleven,Eleven Men Against Eleven,0,1995.0,,70.0,"['Drama', 'Sport']",7.7,55,6.998148602772011
tt0855155,tvEpisode,Onkochishin,Onkochishin,0,2004.0,,23.0,"['Action', 'Adventure', 'Animation']",7.0,261,6.920355516708675
tt1045382,tvEpisode,Reversal of Fortune/Running Scared,Reversal of Fortune/Running Scared,0,2007.0,,45.0,"['Crime', 'Mystery', 'Reality-TV']",7.3,12,6.853004992478219
tt0211534,movie,I Want It All,Je veux tout,0,1999.0,,100.0,[],5.3,74,6.456020472565185
tt0064387,movie,Goyokin,Goyôkin,0,1969.0,,124.0,"['Action', 'Adventure', 'Drama']",7.7,1935,7.607890112378582
tt2035524,movie,High Low,High Low,0,2011.0,,94.0,"['Comedy', 'Drama']",7.9,14,6.891251864968112
tt7841468,tvEpisode,Eco Sexuality,Eco Sexuality,0,2018.0,,22.0,"['Comedy', 'Documentary']",4.8,12,6.72852366467739
tt0095305,movie,High Tide,High Tide,0,1987.0,,101.0,[],7.0,765,6.960738634997234
tt3068630,tvEpisode,Treetop Taphouse,Treetop Taphouse,0,2013.0,,42.0,"['Comedy', 'Reality-TV']",7.3,9,6.847370601627105
tt1481634,tvEpisode,Betty Goes Steady,Betty Goes Steady,0,1956.0,,30.0,"['Comedy', 'Family']",7.3,26,6.8775458948519645
tt0016491,movie,Faces of Children,Visages d'enfants,0,1925.0,,114.0,"['Drama', 'Mystery', 'Romance']",7.7,679,7.480478197342787
tt0150111,video,Children of the Corn V: Fields of Terror,Children of the Corn V: Fields of Terror,0,1998.0,,83.0,"['Fantasy', 'Horror', 'Thriller']",3.9,4112,4.054543700342606
tt1422988,tvEpisode,Haunted Cave & Burrunjor,Haunted Cave & Burrunjor,0,2008.0,,44.0,[],7.6,19,6.888605658013109
tt0963097,tvEpisode,Episode #2.12,Episode #2.12,0,1999.0,,25.0,"['Drama', 'Romance', 'Sci-Fi']",7.7,11,6.869475846613546
tt0339751,tvMovie,Surrealissimo: The Scandalous Success of Salvador Dali,Surrealissimo: The Scandalous Success of Salvador Dali,0,2002.0,,60.0,"['Comedy', 'Drama']",6.8,143,6.818210223621643
tt2876356,movie,Mondonosuke Sanban Shobu,Mondonosuke Sanban Shobu,0,1965.0,,87.0,[],6.1,7,6.80794153892903
tt1735231,short,The Troublemakers,The Troublemakers,0,1990.0,,20.0,[],8.6,5,6.867411124731842
tt0490069,tvEpisode,Ray Charles: The Last Blues Man,Ray Charles: The Last Blues Man,0,2004.0,,60.0,"['Biography', 'Documentary']",7.9,42,6.995476764528602
tt1082071,video,Private Gold 93: The Sexual Adventures of Little Red,Private Gold 93: The Sexual Adventures of Little Red,1,2007.0,,150.0,[],8.3,42,7.0574693844548015
tt1355563,short,Finding Priya a Prom Date,Finding Priya a Prom Date,0,2008.0,,16.0,"['Comedy', 'Short']",7.1,8,6.8387097180896665
tt0151160,movie,Jeungeon,Jeungeon,0,1974.0,,125.0,"['Drama', 'History', 'War']",3.7,7,6.736755098251064
tt2958972,movie,Anokha Aspatal,Anokha Aspatal,0,1989.0,,91.0,[],7.0,10,6.836712147226992
tt3740166,tvEpisode,The Right to Be Forgotten,The Right to Be Forgotten,0,2014.0,,29.0,"['Comedy', 'News', 'Talk-Show']",7.9,301,7.437498496579719
tt0822028,short,Space Raiders,Space Raiders,0,2005.0,,10.0,[],5.8,5,6.807582064902782
tt0743785,tvEpisode,The Literary Man,The Literary Man,0,1972.0,,50.0,"['Drama', 'Family', 'Romance']",8.4,104,7.320042652213967
tt0533123,tvEpisode,Twiki Is Missing,Twiki Is Missing,0,1980.0,,60.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,120,6.750642416009315
tt1854368,video,Tropic Thunder: Blowing S#%t Up,Tropic Thunder: Blowing S#%t Up,0,2008.0,,6.0,"['Comedy', 'Documentary', 'Short']",5.4,7,6.787178827064623
tt7374956,short,Blood & Stones,Blood & Stones,0,2017.0,,15.0,[],6.2,29,6.758814741035857
tt1303411,tvEpisode,Tora ni tatsu ya/Tora o kakite neko ni ruisuru,Tora ni tatsu ya/Tora o kakite neko ni ruisuru,0,2008.0,,24.0,"['Animation', 'Comedy']",7.6,5,6.846043603364321
tt4279086,tvEpisode,And Santa's Midnight Run,And Santa's Midnight Run,0,2014.0,,42.0,"['Action', 'Adventure', 'Comedy']",8.2,823,7.901686504930846
tt3801886,movie,Pappu's Path,Pappu Ki Pugdandi,0,2015.0,,83.0,[],6.5,11,6.814475846613546
tt1321841,short,The Surrogate,The Surrogate,0,2009.0,,14.0,"['Drama', 'Short']",7.2,8,6.842085245515827
tt4203700,short,Errand,Errand,0,2014.0,,11.0,"['Adventure', 'Sci-Fi', 'Short']",7.2,9,6.843589089022063
tt0055221,movie,Nearly a Nasty Accident,Nearly a Nasty Accident,0,1961.0,,86.0,[],6.9,54,6.843018385820675
tt4939316,tvEpisode,I'm the Captain,I'm the Captain,0,2015.0,,43.0,"['Adventure', 'Documentary', 'Reality-TV']",8.2,16,6.919078380356127
tt0459930,tvMovie,Phönix an der Ecke,Phönix an der Ecke,0,1982.0,,90.0,[],6.6,5,6.8246760819968
tt0901201,tvEpisode,Crossroads,Crossroads,0,2006.0,,42.0,"['Action', 'Drama', 'Mystery']",7.7,654,7.474262970766989
tt0262513,movie,Itan axios,Itan axios,0,1982.0,,82.0,[],5.7,62,6.588914787585055
tt1644191,tvEpisode,Nickcoms,Nickcoms,0,2009.0,,19.0,"['Comedy', 'Talk-Show']",7.3,76,6.946800666187708
tt3592158,tvEpisode,The Battle of Broken Spear,The Battle of Broken Spear,0,2014.0,,22.0,"['Animation', 'Comedy']",7.6,34,6.9291794797994335
tt0051283,tvSeries,The Huckleberry Hound Show,The Huckleberry Hound Show,0,1958.0,1962.0,30.0,"['Animation', 'Comedy', 'Family']",6.6,2968,6.6164448555480915
tt0664028,tvEpisode,Milo Interrupted,Milo Interrupted,0,2001.0,,22.0,"['Animation', 'Comedy', 'Sci-Fi']",7.5,30,6.907236305742282
tt0512404,tvEpisode,Andy and Helen Have Their Day,Andy and Helen Have Their Day,0,1964.0,,30.0,"['Comedy', 'Family']",8.0,149,7.290937045468918
tt0455374,short,Carousel,Carousel,0,2003.0,,2.0,"['Animation', 'Short']",8.2,8,6.87584051977743
tt2391770,tvEpisode,Pies,Pies,0,2012.0,,59.0,[],8.2,44,7.050454956729857
tt11422924,movie,Freakens,Freakens,0,2019.0,,124.0,"['Comedy', 'Drama']",5.6,5,6.803308560629278
tt10273302,tvEpisode,The Wish,The Wish,0,2019.0,,11.0,"['Adventure', 'Animation', 'Comedy']",7.7,36,6.947827181838683
tt0817348,tvEpisode,Garfield's Moving Experience/U.S. Acres: Wade: You're Afraid/Good Mousekeeping,Garfield's Moving Experience/U.S. Acres: Wade: You're Afraid/Good Mousekeeping,0,1988.0,,23.0,"['Animation', 'Comedy', 'Family']",7.2,36,6.879902653536797
tt10498724,short,Pxssy Palace,Pxssy Palace,0,2019.0,,6.0,[],6.1,9,6.801992450366601
tt1859606,movie,The Hunting of the Snark,The Hunting of the Snark,0,2015.0,,65.0,[],7.2,272,7.030687032309882
tt0032156,movie,The Story of the Last Chrysanthemum,Zangiku monogatari,0,1939.0,,143.0,"['Drama', 'Romance']",7.9,2974,7.8234699354315484
tt0400507,movie,Ho visto le stelle,Ho visto le stelle,0,2003.0,,91.0,[],5.8,142,6.435509981636795
tt0472179,movie,Sister's Keeper,Sister's Keeper,0,2007.0,,90.0,[],7.8,5,6.850317107637825
tt0231652,movie,Gia ena tagari dollaria,Gia ena tagari dollaria,0,1969.0,,106.0,"['Comedy', 'Western']",3.5,6,6.744571077392557
tt1887655,movie,81 the Other World,81 the Other World,0,2011.0,,73.0,"['Biography', 'Documentary', 'History']",5.9,15,6.772435258964143
tt1210303,tvEpisode,Wiggle,Wiggle,0,2003.0,,23.0,"['Animation', 'Drama', 'Sci-Fi']",7.4,21,6.877496812749004
tt0217888,tvShort,What You Mean We?,What You Mean We?,0,1986.0,,24.0,[],6.2,6,6.813507247605323
tt1951176,movie,Live at the Foxes Den,Live at the Foxes Den,0,2013.0,,103.0,[],5.0,115,6.217948265079218
tt3788158,short,Blood and Steel,Blood and Steel,0,2015.0,,15.0,"['Action', 'Adventure', 'Sci-Fi']",7.6,7,6.852433064352758
tt6509862,movie,Mr. Long,Ryu san,0,2017.0,,129.0,"['Action', 'Crime', 'Drama']",7.1,960,7.047917748685661
tt4669798,tvEpisode,Modern Pigs,Modern Pigs,0,2015.0,,21.0,"['Comedy', 'History']",7.9,71,7.082914010624171
tt9658174,tvEpisode,Decoded,Decoded,0,2019.0,,42.0,[],8.0,217,7.399045298626124
tt0945153,tvSeries,Maui Fever,Maui Fever,0,2007.0,,30.0,[],2.7,233,4.746913859712665
tt0073337,movie,Bad Starters,Les mal partis,0,1976.0,,114.0,[],6.6,33,6.800664897661263
tt0061806,movie,Im Schloß der blutigen Begierde,Im Schloß der blutigen Begierde,0,1968.0,,84.0,[],4.8,201,5.880870239970351
tt0583361,tvEpisode,Wedding Bell Blues,Wedding Bell Blues,0,1989.0,,46.0,[],7.0,65,6.867259194514459
tt0424242,movie,Longo Caminho da Morte,Longo Caminho da Morte,0,1972.0,,85.0,[],6.0,10,6.794871143042891
tt0049369,movie,The Iron Petticoat,The Iron Petticoat,0,1956.0,,87.0,[],5.2,956,5.514914939398524
tt6790682,tvSeries,Epic Studios,Epic Studios,0,2017.0,,10.0,[],5.7,20,6.738852221635547
tt0488164,movie,Moscow Zero,Moscow Zero,0,2006.0,,82.0,"['Action', 'Drama', 'Horror']",3.0,1620,3.474296486310033
tt0985635,tvEpisode,La Lupe: Queen of Latin Soul,La Lupe: Queen of Latin Soul,0,2007.0,,60.0,[],7.9,18,6.907587867154862
tt10773014,movie,Kapal Goyang Kapten,Kapal Goyang Kapten,0,2019.0,,110.0,"['Comedy', 'Drama']",6.6,22,6.809458976841637
tt0477135,movie,Will to Power,Will to Power,0,2008.0,,111.0,"['Drama', 'Thriller']",7.5,25,6.895567729083665
tt0026373,movie,Folies Bergère de Paris,Folies Bergère de Paris,0,1935.0,,82.0,"['Comedy', 'Musical']",6.6,231,6.714291746059241
tt8259108,movie,The Demon,The Demon,0,2016.0,,72.0,[],3.9,13,6.6722074511869875
tt5522310,movie,A Lesson In Cruelty,A Lesson in Cruelty,0,2018.0,,72.0,[],5.3,454,5.812846563963763
tt3359148,tvEpisode,Episode #1.2,Episode #1.2,0,2014.0,,58.0,[],6.2,5,6.816129073449791
tt3872780,video,Willy Wonka and the Chocolate Factory in the Playroom,Willy Wonka and the Chocolate Factory in the Playroom,0,2012.0,,7.0,"['Comedy', 'Fantasy', 'Short']",6.3,17,6.7929845658018335
tt6614038,tvEpisode,Gerrymandering,Gerrymandering,0,2017.0,,35.0,"['Comedy', 'News', 'Talk-Show']",8.2,251,7.546196256640107
tt4049836,short,Tomorrow Never Comes,Tomorrow Never Comes,0,2015.0,,16.0,"['Crime', 'Drama', 'Short']",8.7,6,6.877337034839366
tt7911754,tvEpisode,Somebody Get a Shovel,Somebody Get a Shovel,0,2019.0,,43.0,"['Drama', 'Western']",7.8,95,7.114117911071763
tt0706809,tvEpisode,Cry Vulture,Cry Vulture,0,2001.0,,22.0,"['Action', 'Adventure', 'Animation']",6.6,39,6.796172399952429
tt1168389,tvEpisode,Brooke's Bodyguard,Brooke's Bodyguard,0,2007.0,,21.0,[],5.0,6,6.782868949732983
tt1376109,tvEpisode,Episode #1.3,Episode #1.3,0,2009.0,,59.0,"['Documentary', 'History']",8.7,10,6.907841854339962
tt3627200,tvEpisode,Be Cool,Be Cool,0,2014.0,,22.0,[],8.1,266,7.512271117550002
tt3779232,short,Mech: Human Trials,Mech: Human Trials,0,2014.0,,6.0,"['Sci-Fi', 'Short']",6.0,177,6.467916756618846
tt0297912,movie,Geu hae gyeouleun daddeuthaesnye,Geu hae gyeouleun daddeuthaesnye,0,1984.0,,120.0,[],7.1,7,6.837602555878182
tt0337412,movie,O Vigilante,O Vigilante,0,1992.0,,85.0,[],6.1,7,6.80794153892903
tt0328521,video,Teeny Exzesse 38 - Junge Körper... ...genußvoll eingesetzt,Teeny Exzesse 38 - Junge Körper... ...genußvoll eingesetzt,1,1995.0,,92.0,[],5.5,6,6.7956349071797915
tt0976158,short,Pancho and Lefty,Pancho and Lefty,0,2006.0,,11.0,"['Action', 'Adventure', 'Short']",7.8,8,6.862338410072788
tt6226010,tvEpisode,Warren Beatty/Naomie Harris/Robbie Robertson/Aminé,Warren Beatty/Naomie Harris/Robbie Robertson/Aminé,0,2016.0,,41.0,"['Comedy', 'Music', 'Talk-Show']",6.1,15,6.784730340931357
tt0386050,video,Star academy 2: En concert,Star academy 2: En concert,0,2003.0,,95.0,[],4.0,6,6.757337034839366
tt6809030,movie,4N1K,4N1K,0,2017.0,,98.0,[],5.7,2078,5.812125792452211
tt0051565,movie,Dunkirk,Dunkirk,0,1958.0,,135.0,"['Action', 'Drama', 'History']",7.0,2550,6.98595689211488
tt0600121,tvEpisode,The Carters Meets Frankie Avalon,The Carters Meets Frankie Avalon,0,1973.0,,30.0,[],7.1,15,6.846205750767422
tt7098126,video,Smash Mouth: Why Can't We Be Friends?,Smash Mouth: Why Can't We Be Friends?,0,1997.0,,3.0,"['Comedy', 'Music', 'Short']",6.6,24,6.807803174653166
tt5173094,tvEpisode,Armley Mills Museum,Armley Mills Museum,0,2015.0,,45.0,"['Horror', 'Reality-TV']",6.0,7,6.8049754372341145
tt0717178,tvEpisode,Relay Station,Relay Station,0,1959.0,,30.0,[],7.7,19,6.89626694833569
tt0077272,movie,Brass Target,Brass Target,0,1978.0,,111.0,"['Action', 'Drama', 'Mystery']",5.9,1061,6.06501876216066
tt0556789,tvEpisode,The Girl Who Walked the West,The Girl Who Walked the West,0,1967.0,,30.0,[],8.0,23,6.936405568203377
tt0167679,tvSeries,Pappia kyydissä,Pappia kyydissä,0,1998.0,,213.0,[],3.8,10,6.70282093383787
tt0111771,movie,Revanchist,Xin bao chou,1,1994.0,,91.0,[],6.8,6,6.828826396541493
tt6468834,tvEpisode,Marty Walsh,Marty Walsh,0,2017.0,,22.0,"['Comedy', 'News', 'Talk-Show']",7.7,19,6.89626694833569
tt0300931,short,American Exile,American Exile,0,2001.0,,26.0,"['Documentary', 'Short']",5.8,13,6.774273566889467
tt0624107,tvEpisode,Simian Chanted Evening,Simian Chanted Evening,0,1986.0,,48.0,[],6.7,18,6.820138474442312
tt3106634,tvEpisode,Jagged Little Hill,Jagged Little Hill,0,2013.0,,45.0,"['Adventure', 'Documentary', 'Reality-TV']",7.2,15,6.852353291751029
tt8858104,movie,Guava Island,Guava Island,0,2019.0,,55.0,"['Comedy', 'Drama', 'Music']",6.7,7935,6.70363476276179
tt3427312,tvSpecial,Dick Clark's Primetime New Year's Rockin' Eve with Ryan Seacrest 2014,Dick Clark's Primetime New Year's Rockin' Eve with Ryan Seacrest 2014,0,2013.0,,60.0,[],6.0,19,6.766025012851819
tt0496419,short,"Truques, Xaropes e Outros Artigos de Confiança","Truques, Xaropes e Outros Artigos de Confiança",0,2003.0,,15.0,[],5.7,14,6.764502893774696
tt9139738,short,The Unsung Feather,The Unsung Feather,0,2018.0,,15.0,"['Drama', 'Short']",8.9,9,6.907874803307777
tt2349242,tvEpisode,The Fifth Man,The Fifth Man,0,2012.0,,44.0,"['Action', 'Crime', 'Drama']",7.8,270,7.354657721818139
tt1798291,movie,This Is Martin Bonner,This Is Martin Bonner,0,2013.0,,83.0,[],6.5,864,6.56905233594442
tt1174120,tvEpisode,A Fight for Faith,A Fight for Faith,0,2004.0,,49.0,"['Family', 'Sci-Fi']",5.7,9,6.786866399946433
tt7598180,movie,Bhangover,Bhangover,0,2017.0,,115.0,[],5.1,29,6.635171330183144
tt3820128,short,The Herd,The Herd,0,2014.0,,21.0,"['Horror', 'Short', 'Thriller']",6.5,230,6.664431815222769
tt0338546,tvMovie,We'll Support You Evermore,We'll Support You Evermore,0,1985.0,,87.0,[],8.6,9,6.896530265492651
tt0509634,tvEpisode,Sounds of Silence,Sounds of Silence,0,1998.0,,45.0,[],8.5,8,6.885967102055911
tt3348270,tvEpisode,Bloodline,Bloodline,0,2014.0,,44.0,"['Drama', 'Horror', 'Mystery']",7.7,436,7.400261959680077
tt0609460,tvEpisode,"Now You See Her, Now You Don't","Now You See Her, Now You Don't",0,1967.0,,60.0,"['Action', 'Adventure', 'Comedy']",7.4,16,6.8668334823969435
tt0103389,tvSeries,Code 3,Code 3,0,1992.0,,30.0,[],7.7,12,6.872922004926352
tt1042390,movie,Tiga Dara,Tiga Dara,0,1956.0,,115.0,"['Comedy', 'Drama', 'Musical']",7.3,153,7.017995296301704
tt1550621,short,Super Goths,Super Goths,0,2009.0,,11.0,"['Biography', 'Comedy', 'Fantasy']",6.4,5,6.8204025777232955
tt0503474,tvEpisode,The Common Denominator,The Common Denominator,0,1961.0,,50.0,"['Action', 'Crime', 'Drama']",7.9,23,6.927278584076393
tt5791966,movie,Balloons,Los Globos,0,2016.0,,65.0,[],6.0,48,6.685827448329426
tt2986456,tvEpisode,Quarter-Finals: Czech Republic vs. Portugal,Quarter-Finals: Czech Republic vs. Portugal,0,2012.0,,90.0,[],6.6,5,6.8246760819968
tt0768503,tvEpisode,Ultimate Mythbusters,Ultimate Mythbusters,0,2005.0,,50.0,"['Documentary', 'Mystery', 'Reality-TV']",7.6,100,7.063751377468847
tt0621252,tvEpisode,Show 3,Show 3,0,1994.0,,29.0,"['Comedy', 'Talk-Show']",7.9,108,7.172623748330122
tt2948790,movie,Return to Sender,Return to Sender,0,2015.0,,92.0,"['Drama', 'Thriller']",5.1,11434,5.1339598905245
tt7456358,tvEpisode,"Bears On The Mountain Top, Part One","Bears On The Mountain Top, Part One",0,2017.0,,9.0,"['Comedy', 'Mystery']",8.0,6,6.859464694413834
tt4207094,movie,Ebola Zombies,Ebola Zombies,0,2015.0,,90.0,[],2.5,128,5.27723866439006
tt3663990,tvEpisode,Pilot,Pilot,0,2014.0,,44.0,"['Drama', 'Romance']",6.6,403,6.683187030359574
tt5495284,short,Neighbourly Love,Neighbourly Love,0,2008.0,,10.0,"['Comedy', 'Short']",6.7,6,6.826273205052131
tt1128633,tvEpisode,Breakfast Food Killer,Breakfast Food Killer,0,2007.0,,22.0,"['Animation', 'Comedy', 'Reality-TV']",7.6,96,7.057151394422311
tt0043739,movie,Leva på 'Hoppet',Leva på 'Hoppet',0,1951.0,,100.0,[],5.1,14,6.729934992540128
tt0341600,tvMovie,Summer of Terror: The Real Son of Sam Story,Summer of Terror: The Real Son of Sam Story,0,2001.0,,49.0,[],6.3,15,6.79702542289857
tt10148198,tvMiniSeries,Sirdsmila Monika,Sirdsmila Monika,0,1999.0,2015.0,30.0,[],5.4,8,6.781325751844941
tt4502780,tvEpisode,Episode #1.15,Episode #1.15,0,2015.0,,61.0,"['Comedy', 'Drama', 'Romance']",9.2,12,6.94761080160685
tt7623254,tvEpisode,Mayornormal Activity,Mayornormal Activity,0,2017.0,,11.0,"['Animation', 'Comedy', 'Family']",4.5,6,6.770102992286174
tt0045135,movie,The Sellout,The Sellout,0,1952.0,,83.0,"['Crime', 'Drama', 'Film-Noir']",6.7,403,6.746952853144384
tt3485408,tvEpisode,Tara's Story,Tara's Story,0,2014.0,,44.0,[],7.0,22,6.844518737797813
tt0396190,movie,Return to Sender,Return to Sender,0,2004.0,,109.0,"['Drama', 'Thriller']",6.4,2342,6.438263011741443
tt7001250,video,Calvin Harris Feat. John Newman: Blame,Calvin Harris Feat. John Newman: Blame,0,2014.0,,4.0,"['Music', 'Short']",6.7,18,6.820138474442312
tt0618149,tvEpisode,In Blackest Night,In Blackest Night,0,2001.0,,22.0,"['Action', 'Adventure', 'Animation']",7.4,526,7.226985699585764
tt0476808,short,Marie et le curé,Marie et le curé,0,1967.0,,32.0,[],5.8,10,6.786502942206071
tt0418181,movie,The Souvenirs of Mr. X,Die Souvenirs des Herrn X,0,2004.0,,102.0,[],5.7,44,6.647524553799455
tt1158900,video,Papitour,Papitour,0,2007.0,,147.0,[],7.4,8,6.848836300368148
tt3321572,tvEpisode,Rub 'N' Slide,Rub 'N' Slide,0,2014.0,,21.0,[],8.1,89,7.185139003733493
tt0891695,tvEpisode,The Secret Lives of Altar Girls,The Secret Lives of Altar Girls,0,2007.0,,44.0,[],8.1,64,7.1070791917653615
tt3910186,tvEpisode,Episode #1.1,Episode #1.1,0,2014.0,,28.0,[],7.2,26,6.867349816420592
tt3656136,tvMovie,Jajo,Jajo,0,1984.0,,45.0,[],4.8,18,6.681676935980773
tt2515268,video,The Top 100 Moments in Raw History,The Top 100 Moments in Raw History,0,2012.0,,108.0,[],7.2,105,6.946030548464823
tt0258734,tvEpisode,Die Brille,Die Brille,0,1965.0,,60.0,"['Crime', 'Drama']",7.2,6,6.83903916249894
tt0318379,movie,When She Jumped,Cuando ella saltó,0,2007.0,,97.0,[],5.3,52,6.5465274134777625
tt6210784,movie,Fast and Furriest,Fast and Furriest,0,2017.0,,69.0,"['Adventure', 'Animation', 'Comedy']",4.6,29,6.578969779795547
tt2401713,short,Of Teaching Killer Whales Compassion,Of Teaching Killer Whales Compassion,0,2013.0,,15.0,"['Drama', 'Short']",7.7,6,6.851805119945748
tt6077690,tvEpisode,The Hot Tub Contamination,The Hot Tub Contamination,0,2016.0,,20.0,"['Comedy', 'Romance']",7.5,1819,7.425036232025025
tt0179940,tvMovie,A Lesson Before Dying,A Lesson Before Dying,0,1999.0,,105.0,[],6.7,940,6.725384262777802
tt0528415,tvEpisode,"Sorry, Wrong Mother","Sorry, Wrong Mother",0,1974.0,,26.0,[],7.2,51,6.897050725668754
tt5576010,movie,Kitchen Sink Revolution,Kitchen Sink Revolution,0,2015.0,,74.0,"['Documentary', 'History']",6.4,5,6.8204025777232955
tt0624831,tvEpisode,A Question of Discipline,A Question of Discipline,0,1965.0,,60.0,[],6.2,25,6.767614973178153
tt0686702,tvEpisode,The Legacy,The Legacy,0,1959.0,,30.0,"['Family', 'Western']",7.9,56,7.039909484867548
tt5612996,tvSeries,#Adulting,#Adulting,0,2016.0,2017.0,6.0,[],7.3,6,6.841592353988302
tt7659368,short,Clear Skies,Under klar himmel,0,2018.0,,16.0,"['Drama', 'Short']",9.4,9,6.926782366332987
tt0048028,movie,East of Eden,East of Eden,0,1955.0,,118.0,[],7.9,38543,7.893677762384898
tt0099804,tvMovie,How to Murder a Millionaire,How to Murder a Millionaire,0,1990.0,,87.0,[],5.1,109,6.271817169193051
tt0063486,movie,A Rather Complicated Girl,Una ragazza piuttosto complicata,0,1969.0,,100.0,[],5.9,128,6.496286283437678
tt4391820,tvEpisode,Aisling,Aisling,0,2019.0,,51.0,"['Crime', 'Drama', 'Fantasy']",7.5,1558,7.414087410849049
tt0676312,tvEpisode,Fingerprint,Fingerprint,0,1974.0,,60.0,"['Action', 'Crime', 'Drama']",7.7,24,6.912151000740123
tt8765496,movie,May the Devil Take You,Sebelum Iblis Menjemput,0,2018.0,,110.0,[],6.0,2804,6.0626357412420875
tt2237324,movie,Bent,Bent,0,2018.0,,96.0,"['Crime', 'Thriller']",5.2,3592,5.29766401548999
tt0147770,tvSeries,Fox Mystery Theater,Hammer House of Mystery and Suspense,0,1984.0,1984.0,70.0,"['Drama', 'Horror', 'Mystery']",7.5,306,7.2130358938079455
tt5063116,tvEpisode,Shell,Shell,0,2016.0,,32.0,"['Comedy', 'Drama']",8.5,275,7.741020244419149
tt9876568,tvEpisode,I Pie: The Reload,I Pie: The Reload,0,2019.0,,20.0,"['Comedy', 'Documentary']",9.0,5,6.875958133278851
tt2195867,short,An Owl Is an Owl Is an Owl,An Owl Is an Owl Is an Owl,0,1990.0,,3.0,"['Documentary', 'Short']",5.8,154,6.415598441742169
tt2815072,movie,Indigenous,Indigenous,0,2014.0,,86.0,[],4.7,3511,4.8303941719752
tt0294475,movie,Converging with Angels,Converging with Angels,0,2002.0,,158.0,[],7.1,33,6.863641996897904
tt1314399,tvEpisode,Bill Kristol,Bill Kristol,0,2008.0,,21.0,"['Comedy', 'News', 'Talk-Show']",6.1,11,6.796142513280213
tt2388080,movie,A Carne é Fraca,A Carne é Fraca,0,2004.0,,54.0,[],7.8,101,7.126588494506821
tt0028842,movie,Ever Since Eve,Ever Since Eve,0,1937.0,,80.0,"['Comedy', 'Romance']",6.6,1348,6.633338112357166
tt0296141,short,Petite soeur,Petite soeur,0,2001.0,,25.0,[],6.5,15,6.8093205048657826
tt0107295,movie,"Justinien Trouvé, ou le bâtard de Dieu","Justinien Trouvé, ou le bâtard de Dieu",0,1993.0,,160.0,"['Drama', 'History']",6.4,161,6.652241546633977
tt5146548,movie,Skandal Iblis,Skandal Iblis,0,1992.0,,86.0,[],7.0,8,6.835334190663506
tt0282481,movie,Shattered Lies,Shattered Lies,0,2002.0,,95.0,"['Action', 'Thriller']",5.0,70,6.4012515156764245
tt0007136,short,Nugget Jim's Pardner,Nugget Jim's Pardner,0,1916.0,,23.0,"['Short', 'Western']",6.1,49,6.700986342400183
tt0807709,video,Cut Shorts,Cut Shorts,0,2006.0,,90.0,"['Comedy', 'Drama', 'Music']",8.0,17,6.910464240598581
tt2129485,tvEpisode,A Desperate Man,A Desperate Man,0,2012.0,,44.0,"['Action', 'Crime', 'Drama']",7.7,501,7.426950963270206
tt6516470,short,Naroshundor,Naroshundor,0,2009.0,,15.0,"['Drama', 'Short', 'War']",8.1,17,6.917374809704272
tt5608340,tvEpisode,Fort Wahlberg,Fort Wahlberg,0,2016.0,,20.0,[],6.9,8,6.831958663237346
tt6902490,video,Alicia Keys: How Come You Don't Call Me,Alicia Keys: How Come You Don't Call Me,0,2002.0,,5.0,"['Music', 'Short']",6.6,9,6.820900013391811
tt0270703,tvMovie,Treasure Galleons,Treasure Galleons,0,1973.0,,48.0,[],7.4,5,6.841770099090817
tt6039606,movie,Scraps,Scraps,0,2018.0,,85.0,"['Comedy', 'Drama']",4.9,17,6.696236598322159
tt3847390,movie,I Am Belfast,I Am Belfast,0,2015.0,,84.0,[],6.6,294,6.700524289076961
tt0565382,tvEpisode,Life in the Balance,Life in the Balance,0,1998.0,,46.0,"['Drama', 'Family', 'Western']",8.2,68,7.1433474854789605
tt0913056,tvEpisode,Captive Lugia,Captive Lugia,0,2001.0,,22.0,"['Action', 'Adventure', 'Animation']",7.2,76,6.921882633400823
tt0796373,tvMovie,Firestorm: Last Stand at Yellowstone,Firestorm: Last Stand at Yellowstone,0,2006.0,,180.0,"['Action', 'Drama']",3.7,223,5.285562396431971
tt0097721,movie,Lava,Lawa. Opowiesc o 'Dziadach' Adama Mickiewicza,0,1989.0,,129.0,"['Drama', 'Mystery', 'Romance']",6.9,215,6.863680637809123
tt2023801,short,Unexpected Hero,Unexpected Hero,0,2011.0,,3.0,"['Action', 'Adventure', 'Animation']",5.4,8,6.781325751844941
